,N,P,M,G,L
28,0.7438951158488213,1.2020828288500636,0.030384466825226646,0.40753387102886723,0.041095473079263034
29,0.7438951158488213,1.2020828288500636,0.030384466825226646,0.041095473079263034,0.07501394087804555
30,0.7393628676964614,0.5500084261193758,1.194759030690934,0.30131541156734315,0.030384466825226646
31,0.7393628676964614,0.5500084261193758,1.194759030690934,0.030384466825226646,0.055462522444804575
32,0.5478378098555612,0.40753387102886723,0.30131541156734315,0.8852678424575514,0.030384466825226646
33,0.10083940501807291,0.07501394087804555,0.055462522444804575,0.030384466825226646,0.162949473200086
34,0.5478378098555612,0.40753387102886723,0.030384466825226646,0.8852678424575514,0.041095473079263034
35,0.10083940501807291,0.07501394087804555,0.030384466825226646,0.041095473079263034,0.162949473200086
36,0.7393628676964614,0.30131541156734315,1.194759030690934,0.40505093412735654,0.030384466825226646
37,0.7393628676964614,0.055462522444804575,1.194759030690934,0.030384466825226646,0.07455691167096733
38,0.5478378098555612,0.30131541156734315,0.40505093412735654,0.8852678424575514,0.030384466825226646
39,0.10083940501807291,0.055462522444804575,0.07455691167096733,0.030384466825226646,0.162949473200086
40,0.5478378098555612,0.041095473079263034,0.030384466825226646,0.8852678424575514,0.05524363879223895
41,0.10083940501807291,0.041095473079263034,0.030384466825226646,0.05524363879223895,0.162949473200086
42,0.7393628676964614,0.030384466825226646,1.194759030690934,0.40505093412735654,0.04084509519941727
43,0.7393628676964614,0.030384466825226646,1.194759030690934,0.04084509519941727,0.07455691167096733
44,0.5478378098555612,0.030384466825226646,0.40505093412735654,0.8852678424575514,0.04084509519941727
45,0.10083940501807291,0.030384466825226646,0.07455691167096733,0.04084509519941727,0.162949473200086
46,0.5478378098555612,0.030384466825226646,0.04084509519941727,0.8852678424575514,0.05524363879223895
47,0.10083940501807291,0.030384466825226646,0.04084509519941727,0.05524363879223895,0.162949473200086
48,0.5500084261193758,1.2020828288500636,0.8887754075472576,0.30131541156734315,0.030384466825226646
49,0.5500084261193758,1.2020828288500636,0.8887754075472576,0.030384466825226646,0.055462522444804575
50,0.40753387102886723,1.2020828288500636,0.30131541156734315,0.6585464242221962,0.030384466825226646
51,0.07501394087804555,1.2020828288500636,0.055462522444804575,0.030384466825226646,0.12121731724368237
52,0.40753387102886723,1.2020828288500636,0.030384466825226646,0.6585464242221962,0.041095473079263034
53,0.07501394087804555,1.2020828288500636,0.030384466825226646,0.041095473079263034,0.12121731724368237
54,0.5500084261193758,0.8887754075472576,1.194759030690934,0.30131541156734315,0.030384466825226646
55,0.5500084261193758,0.8887754075472576,1.194759030690934,0.030384466825226646,0.055462522444804575
56,0.40753387102886723,0.6585464242221962,0.30131541156734315,0.8852678424575514,0.030384466825226646
57,0.07501394087804555,0.12121731724368237,0.055462522444804575,0.030384466825226646,0.162949473200086
58,0.40753387102886723,0.6585464242221962,0.030384466825226646,0.8852678424575514,0.041095473079263034
59,0.07501394087804555,0.12121731724368237,0.030384466825226646,0.041095473079263034,0.162949473200086
60,0.40505093412735654,0.30131541156734315,1.194759030690934,0.6545341706788744,0.030384466825226646
61,0.07455691167096733,0.055462522444804575,1.194759030690934,0.030384466825226646,0.12047878979484328
62,0.40505093412735654,0.30131541156734315,0.6545341706788744,0.8852678424575514,0.030384466825226646
63,0.07455691167096733,0.055462522444804575,0.12047878979484328,0.030384466825226646,0.162949473200086
64,0.05524363879223895,0.041095473079263034,0.030384466825226646,0.8852678424575514,0.08926988251505258
65,0.05524363879223895,0.041095473079263034,0.030384466825226646,0.08926988251505258,0.162949473200086
66,0.40505093412735654,0.030384466825226646,1.194759030690934,0.6545341706788744,0.04084509519941727
67,0.07455691167096733,0.030384466825226646,1.194759030690934,0.04084509519941727,0.12047878979484328
68,0.40505093412735654,0.030384466825226646,0.6545341706788744,0.8852678424575514,0.04084509519941727
69,0.07455691167096733,0.030384466825226646,0.12047878979484328,0.04084509519941727,0.162949473200086
70,0.05524363879223895,0.030384466825226646,0.04084509519941727,0.8852678424575514,0.08926988251505258
71,0.05524363879223895,0.030384466825226646,0.04084509519941727,0.08926988251505258,0.162949473200086
72,0.30131541156734315,1.2020828288500636,0.8887754075472576,0.4869047727241735,0.030384466825226646
73,0.055462522444804575,1.2020828288500636,0.8887754075472576,0.030384466825226646,0.08962358329176072
74,0.30131541156734315,1.2020828288500636,0.4869047727241735,0.6585464242221962,0.030384466825226646
75,0.055462522444804575,1.2020828288500636,0.08962358329176072,0.030384466825226646,0.12121731724368237
76,0.041095473079263034,1.2020828288500636,0.030384466825226646,0.6585464242221962,0.06640742959534571
77,0.041095473079263034,1.2020828288500636,0.030384466825226646,0.06640742959534571,0.12121731724368237
78,0.30131541156734315,0.8887754075472576,1.194759030690934,0.4869047727241735,0.030384466825226646
79,0.055462522444804575,0.8887754075472576,1.194759030690934,0.030384466825226646,0.08962358329176072
80,0.30131541156734315,0.6585464242221962,0.4869047727241735,0.8852678424575514,0.030384466825226646
81,0.055462522444804575,0.12121731724368237,0.08962358329176072,0.030384466825226646,0.162949473200086
82,0.041095473079263034,0.6585464242221962,0.030384466825226646,0.8852678424575514,0.06640742959534571
83,0.041095473079263034,0.12121731724368237,0.030384466825226646,0.06640742959534571,0.162949473200086
84,0.30131541156734315,0.4869047727241735,1.194759030690934,0.6545341706788744,0.030384466825226646
85,0.055462522444804575,0.08962358329176072,1.194759030690934,0.030384466825226646,0.12047878979484328
86,0.30131541156734315,0.4869047727241735,0.6545341706788744,0.8852678424575514,0.030384466825226646
87,0.055462522444804575,0.08962358329176072,0.12047878979484328,0.030384466825226646,0.162949473200086
88,0.041095473079263034,0.06640742959534571,0.030384466825226646,0.8852678424575514,0.08926988251505258
89,0.041095473079263034,0.06640742959534571,0.030384466825226646,0.08926988251505258,0.162949473200086
90,0.04084509519941727,0.030384466825226646,1.194759030690934,0.6545341706788744,0.06600283633525549
91,0.04084509519941727,0.030384466825226646,1.194759030690934,0.06600283633525549,0.12047878979484328
92,0.04084509519941727,0.030384466825226646,0.6545341706788744,0.8852678424575514,0.06600283633525549
93,0.04084509519941727,0.030384466825226646,0.12047878979484328,0.06600283633525549,0.162949473200086
94,0.04084509519941727,0.030384466825226646,0.06600283633525549,0.8852678424575514,0.08926988251505258
95,0.04084509519941727,0.030384466825226646,0.06600283633525549,0.08926988251505258,0.162949473200086
96,0.030384466825226646,1.2020828288500636,0.8887754075472576,0.4869047727241735,0.049099187581965666
97,0.030384466825226646,1.2020828288500636,0.8887754075472576,0.049099187581965666,0.08962358329176072
98,0.030384466825226646,1.2020828288500636,0.4869047727241735,0.6585464242221962,0.049099187581965666
99,0.030384466825226646,1.2020828288500636,0.08962358329176072,0.049099187581965666,0.12121731724368237
100,0.030384466825226646,1.2020828288500636,0.049099187581965666,0.6585464242221962,0.06640742959534571
101,0.030384466825226646,1.2020828288500636,0.049099187581965666,0.06640742959534571,0.12121731724368237
102,0.030384466825226646,0.8887754075472576,1.194759030690934,0.4869047727241735,0.049099187581965666
103,0.030384466825226646,0.8887754075472576,1.194759030690934,0.049099187581965666,0.08962358329176072
104,0.030384466825226646,0.6585464242221962,0.4869047727241735,0.8852678424575514,0.049099187581965666
105,0.030384466825226646,0.12121731724368237,0.08962358329176072,0.049099187581965666,0.162949473200086
106,0.030384466825226646,0.6585464242221962,0.049099187581965666,0.8852678424575514,0.06640742959534571
107,0.030384466825226646,0.12121731724368237,0.049099187581965666,0.06640742959534571,0.162949473200086
108,0.030384466825226646,0.4869047727241735,1.194759030690934,0.6545341706788744,0.049099187581965666
109,0.030384466825226646,0.08962358329176072,1.194759030690934,0.049099187581965666,0.12047878979484328
110,0.030384466825226646,0.4869047727241735,0.6545341706788744,0.8852678424575514,0.049099187581965666
111,0.030384466825226646,0.08962358329176072,0.12047878979484328,0.049099187581965666,0.162949473200086
112,0.030384466825226646,0.06640742959534571,0.049099187581965666,0.8852678424575514,0.08926988251505258
113,0.030384466825226646,0.06640742959534571,0.049099187581965666,0.08926988251505258,0.162949473200086
114,0.030384466825226646,0.049099187581965666,1.194759030690934,0.6545341706788744,0.06600283633525549
115,0.030384466825226646,0.049099187581965666,1.194759030690934,0.06600283633525549,0.12047878979484328
116,0.030384466825226646,0.049099187581965666,0.6545341706788744,0.8852678424575514,0.06600283633525549
117,0.030384466825226646,0.049099187581965666,0.12047878979484328,0.06600283633525549,0.162949473200086
118,0.030384466825226646,0.049099187581965666,0.06600283633525549,0.8852678424575514,0.08926988251505258
119,0.030384466825226646,0.049099187581965666,0.06600283633525549,0.08926988251505258,0.162949473200086
